T,article_title,date,event,Unnamed: 0
1536.0,"'도핑의혹' 발리예바, 금지 약물 복용 위기 판결은",2022-02-13,FSK,
1537.0,"스켈레톤 윤성빈,'안전하게 귀국한 아이언맨' [O! SPORTS] (2022 베이징 올림픽)",2022-02-13,SKN,
1538.0,"[힘내라 베이징] ""나는 국대"" 김은지가 보여준 올림픽의 참 의미",2022-02-13,SKN,
1539.0,"[올림픽] IOC ""전쟁 반대 메시지 전한 우크라이나 선수 처벌 없다""",2022-02-13,SKN,
1540.0,"[올림픽] 美 첫 흑인 여성 스켈레톤 선수 ""다음 세대에 영감 줄 것""",2022-02-13,SKN,
1541.0,‘나는 자랑스러운 대한민국 국가대표다!’…여자 스켈레톤 김은지의 장갑 문구 화제,2022-02-13,SKN,
1542.0,김은지 장갑 안쪽 문구 뭐길래 “이런 선수가 진짜 국대” 팬들 감동,2022-02-13,SKN,
1543.0,"김은지, 여자 스켈레톤 23위… 독일 썰매 금메달 퍼레이드",2022-02-13,SKN,
1544.0,"[베이징 NOW]IOC, '전쟁 금지'는 '인간적인 메시지'…헌장 위반 아니라 못 박아",2022-02-13,SKN,
1545.0,‘나는 자랑스러운 국가대표다’ 가슴 뭉클했던 김은지의 세리머니,2022-02-13,SKN,
1546.0,"[올림픽] 미국 스켈레톤 첫 흑인 여성 올림피언 ""내가 마지막은 아닐 것""",2022-02-13,SKN,
1547.0,"스켈레톤 김은지, 장갑에 적힌 감동 문구 '뭉클'… ""자랑스러운 국가대표""",2022-02-13,SKN,
1548.0,"[올림픽] ""나는 자랑스러운 대한민국 국가대표""…김은지, 장갑 안쪽에 감동 문구",2022-02-13,SKN,
1549.0,Skeleton racer Kim Eun-ji ends first Games in 23rd place,2022-02-13,SKN,
1550.0,"올림픽 김은지, 여자 스켈레톤 23위…독일은 썰매 금메달 싹쓸이 행진",2022-02-13,SKN,
1551.0,"스켈레톤 시범 선수에서 올림픽까지…""나는 국가대표 김은지""[베이징올림픽]",2022-02-13,SKN,
1552.0,[베이징 NOW]헬멧도 개최국 어드밴티지?… 윤성빈 '아이언맨' 아니었던 이유,2022-02-13,SKN,
1553.0,"김은지, 23위로 올림픽 도전 마무리...""대한민국 화이팅"" [스켈레톤]",2022-02-13,SKN,
1554.0,“나는 자랑스러운 대한민국 국대” 김은지의 아름다운 도전,2022-02-13,SKN,
1555.0,"[올림픽] 김은지, 여자 스켈레톤 23위…독일은 썰매 금메달 싹쓸이",2022-02-13,SKN,
1556.0,"-올림픽- 김은지, 여자 스켈레톤 23위…독일은 썰매 금메달 싹쓸이 행진",2022-02-13,SKN,
1557.0,"[영상] ""아프고 피곤해""…남은 경기 싱겁게 포기한 스키 금메달리스트",2022-02-14,ALP,
1558.0,"[올림픽] '알파인 회전 우승' 블로바, 부상 우려에 복합 경기 '기권'",2022-02-14,ALP,
1559.0,"[베이징 NOW] '스키 회전 여제' 블로바, 복합 기권…""부상 우려-정신적 부담 크다"" ",2022-02-14,ALP,
1560.0,"알파인 스키 女 회전 우승 블로바, 복합경기 기권",2022-02-14,ALP,
1561.0,"알파인스키 여자 회전 金 블로바, 복합 경기 기권[베이징2022]",2022-02-14,ALP,
1562.0,"[올림픽] 알파인 스키 女회전 우승 블로바, 복합경기 기권 ""아프고 피곤""",2022-02-14,ALP,
1563.0,“사우디도 스키!” 폭설 속 연출된 사우디판 쿨러닝,2022-02-14,ALP,
1564.0,'사막의 나라'에서 온 스키어…폭설 뚫고 완주,2022-02-14,ALP,
1565.0,[베이징 NOW] 예상치 못한 폭설 때문에…알파인 스키 87명 중 33명 실격,2022-02-14,ALP,
1566.0,"""100% 쏟았기에 후련합니다"" 배추보이 이상호 인터뷰",2022-02-14,SBD,
1567.0,[영상] 호랑이 분장하고 경기…올림픽 제대로 즐긴 선수,2022-02-14,SBD,
1568.0,[톱플레이] '호랑이 변신' 스노보더 '어흥 연기는 금메달!',2022-02-14,SBD,
1569.0,'배추보이' 이상호의 베이징 올림픽…오늘 JTBC 뉴스룸,2022-02-14,SBD,
1570.0,[영상] ‘둘이 합쳐 78세’…나이를 잊게 한 ‘최고령 듀오’의 금메달,2022-02-14,SBD,
1571.0,[영상] 공중에서 ‘어흥’…‘호랑이 복장’ 국가대표 스노보더,2022-02-14,SBD,
1572.0,"[올림픽] 스노보드 경기장에 등장한 호랑이 ""날 보며 활짝 웃어봐요""",2022-02-14,SBD,
1573.0,이왕 다친 거 '퍼포먼스'로 관심?… 호랑이로 변신한 프랑스 스노보더,2022-02-14,SBD,
1574.0,[2022베이징] '익스트림 스노보딩' 스노보드 빅에어 남자 예선 결과,2022-02-14,SBD,
1575.0,"[영상] 생후 3개월에 노르웨이로 입양된 박윤희, 베이징 하늘 날았다",2022-02-14,SBD,
1576.0,올림픽 예선에 호랑이복장 선수 등장…그 사연은?,2022-02-14,SBD,
1577.0,"무릎 다친 스노보드 선수, '호랑이 퍼포먼스'로 은퇴 무대 장식",2022-02-14,SBD,
1578.0,하늘로 날아올라 ‘어흥’만 외친 스노보더 [베이징 이모저모],2022-02-14,SBD,
1579.0,"[올림픽] 설원에 등장한 호랑이…프랑스 스노보드 선수, 깜짝 분장",2022-02-14,SBD,
1580.0,"[올림픽] 생후 3개월에 노르웨이로 입양된 박윤희, 베이징 하늘서 훨훨",2022-02-14,SBD,
1581.0,"둘이 합쳐 76세... 美 대표팀 최고령 남녀, 금메달 합작",2022-02-14,SBD,
1582.0,"[베이징올림픽] 캐나다 여자 아이스하키, 스위스 격파 결승 진출",2022-02-14,IHO,
1583.0,"[올림픽] 캐나다 여자 아이스하키, 준결승서 스위스 10-3 완파…결승행",2022-02-14,IHO,
1584.0,"[2022베이징] '120분의 구타' 캐나다, 10-3으로 스위스 꺾어",2022-02-14,IHO,
1585.0,"[올림픽] '아이스하키 스타 탄생' 2004년생 슬라프코프스키, 득점 선두",2022-02-14,IHO,
1586.0,"[영상] ‘압도적 승리’…캐나다, 먼저 아이스하키 결승 안착",2022-02-14,IHO,
1587.0,"[영상] 여자 아이스하키 준결승, 압도적 경기력 캐나다",2022-02-14,IHO,
1588.0,여자 아이스하키 결승 진출권 놓고 대격돌[봐야할 오늘경기],2022-02-14,IHO,
1589.0,"꼴찌를 기다린 금메달리스트, 핀란드 이보 니스카넨이 보여준 올림픽 정신[베이징올림픽]",2022-02-14,CCS,
1590.0,한국 노르딕 복합의 ‘콜럼버스’ 박제언 두 번째 고독한 레이스,2022-02-14,NCB,
1591.0,"[영상] ""난 자랑스러운 국가대표""…스켈레톤 김은지의 장갑엔",2022-02-14,SKN,
1592.0,"[영상] ""전쟁 금지""…우크라이나 스켈레톤 선수가 경기 직후 카메라 앞에서 꺼내든 것",2022-02-14,SKN,
1593.0,"""나는 국가대표다"" 강원BS연맹 스켈레톤 김은지에 코로나 시름 국민들 감동",2022-02-14,SKN,
1594.0,"[올림픽] ""나는 자랑스러운 국가대표""…스켈레톤 김은지의 당당한 질주",2022-02-14,SKN,
1595.0,"“자랑스러운 대한민국 국대” 스켈레톤 김은지, 오뚝이 투혼",2022-02-14,SKN,
1596.0,장갑에 새긴 뭉클한 한마디 “나는 국가대표다”,2022-02-14,SKN,
,"‘스키여왕’ 시프린, 5관왕 해프닝으로 끝나나",2022-02-15,ALP,0.0
,"최사라, 장애인동계체전대회 알파인스키 대회전 금메달",2022-02-15,ALP,1.0
,"[베이징올림픽]'스키여제' 시프린, '노메달' 위기..스키 활강 18위",2022-02-15,ALP,2.0
,"[2022베이징] '이변 없었다' 코린 수터, 女 알파인스키 활강 우승",2022-02-15,ALP,3.0
,"다관왕 노렸던 ‘스키여제’ 시프린, 빈손으로 돌아가나",2022-02-15,ALP,4.0
,"‘스키 여제’ 시프린, 활강서도 노메달… ‘남은 건 복합 뿐’",2022-02-15,ALP,5.0
,"‘스키여제’ 시프린, 베이징동계올림픽 4종목째 노메달 부진",2022-02-15,ALP,6.0
,"시프린, 알파인 스키 활강 18위…금메달은 스위스 수터",2022-02-15,ALP,7.0
,"시프린, 활강서 18위…4종목 연속 노메달[베이징올림픽]",2022-02-15,ALP,8.0
,[올림픽] '스키여제' 시프린 알파인 활강 18위‥금메달은 스위스 수터,2022-02-15,ALP,9.0
,"-올림픽- 시프린, 알파인 스키 활강 18위…금메달은 스위스 수터(종합)",2022-02-15,ALP,10.0
,[2022 베이징] 시프린 '여전히 빈손' 알파인 스키 활강 완주,2022-02-15,ALP,11.0
,"[올림픽] '스키여제' 시프린, 알파인 스키 활강에서도 메달 실패",2022-02-15,ALP,12.0
,"'스키 여제' 시프린, 베이징 노 메달로 끝나나",2022-02-15,ALP,13.0
,"-올림픽- 시프린, 알파인 스키 활강 완주했지만 '4종목째 노메달'",2022-02-15,ALP,14.0
,“긴 터널 끝엔 빛이 있다”… 희귀병 날린 ‘설원의 영웅’,2022-02-15,ALP,15.0
,스키점프 라지힐 동메달 칼 가이거도 복장 불량?[베이징올림픽],2022-02-15,SJP,16.0
,‘바이애슬론 최강’ 노르웨이에 맞서 올림픽 기록 도전하는 ‘설원의 철인’,2022-02-15,BTH,17.0
,‘바이애슬론 최강’ 노르웨이에 맞서 역사에 도전하는 마이예[베이징올림픽],2022-02-15,BTH,18.0
,"귀화선수 끌어모은 중국, 은근슬쩍 이중국적 허용?",2022-02-15,IHO,19.0
,"꼴찌가 지킨 ‘투혼’, 1등이 보여준 ‘품격’…이것이 진짜 올림픽",2022-02-15,CCS,20.0
,"”내 속옷에 ‘모터’가 있는지 확인해보라“ 러시아 여자 스키 선수, 금지 윤활유 사용 의혹 제기 기자에 ‘호통‘",2022-02-15,CCS,21.0
,[베이징올림픽]'소년팬·삼촌→국대동료'된 이준서·곽윤기 16일 메달사냥 나선다,2022-02-15,STK,22.0
,"계주 결승서 김아랑의 부정출발, 알고보니 고도의 작전이었다",2022-02-15,STK,23.0
,"[스포츠머그] 본업 유튜버, 부업 스케이터?…쇼트트랙 계주 결승 앞둔 맏형 곽윤기의 남다른 출사표",2022-02-15,STK,24.0
,최민정 마지막 출격 앞두고 맹연습 “지금까지와는 다른 모습”,2022-02-15,STK,25.0
,"""金 꽉 잡을게요""…'맏형' 곽윤기, 16년만의 쇼트트랙 男 계주 한 푼다",2022-02-15,STK,26.0
,"‘올림픽 2연패 도전’ 최민정, 1500m 준준결승서 스휠팅 피했다",2022-02-15,STK,27.0
,곽윤기의 유쾌한 도전 “노장은 향기로 태어난다!”,2022-02-15,STK,28.0
,"빙상 위 해결사, 장외에선 소통왕…맏형 '곽윤기 신드롬'",2022-02-15,STK,29.0
,발 걸고 눈 다치게 하는 '반칙왕'은 한국 쇼트트랙 선수…황당 영화 개봉한 중국,2022-02-15,STK,30.0
,"[2022베이징] 16일 한국 쇼트트랙 대표팀, 金따고 자존심 회복 노린다",2022-02-15,STK,31.0
,"스휠팅은 피했다.. 최민정-김아랑-이유빈, 女1500m 준준결승 조편성",2022-02-15,STK,32.0
,"""부정출발 고의로 했다""…쇼트트랙 여자 3000m 계주 김아랑 비하인드 스토리",2022-02-15,STK,33.0
,"[스포츠머그] 쇼트트랙 1,500m '디펜딩 챔피언' 최민정…마지막 경기 앞둔 각오는?",2022-02-15,STK,34.0
,SNS 개인방송 시대의 올림픽 [송용준 기자의 동티엔 베이징],2022-02-15,STK,35.0
,"'계주 은메달' 김아랑 부정 출발, 실수 아닌 작전이었다",2022-02-15,STK,36.0
,"최민정·이유빈, 스휠팅 피했다…쇼트트랙 1500m 준준결승 조 배정",2022-02-15,STK,37.0
,"""왜 너만 인스타 써"" 검열 특권 논란 휩싸인 中 스키영웅",2022-02-15,FRS,38.0
,"中 에일린 구, 스키 슬로프 스타일 銀",2022-02-15,FRS,39.0
,[스포츠 영상] 스위스 그레모의 '환상 공중 묘기'‥슬로프스타일 금메달,2022-02-15,FRS,40.0
,"“다른 중국인은 못쓰는데…” 인스타 막은 中, 에일린 구는 특별대우?",2022-02-15,FRS,41.0
,"에일린 구, 프리스타일스키 슬로프스타일 은메달…시프린, 활강에서도 ‘노 메달’",2022-02-15,FRS,42.0
,"[올림픽] '금1·은1' 에일린 구 ""목표 이미 달성…자신 있는 종목 남아""",2022-02-15,FRS,43.0
,"스키복 판매 20배 쑥, 얼굴 새긴 커피 완판…中은 지금 ‘구아이링 앓이’[베이징올림픽]",2022-02-15,FRS,44.0
,"[올림픽] 미국계 중국인 에일린 구, 프리스타일 슬로프스타일 銀 획득",2022-02-15,FRS,45.0
,"에일린 구, 프리스타일 슬로프스타일에서 은메달",2022-02-15,FRS,46.0
,"에일린 구, 프리스타일 슬로프스타일에서는 은메달",2022-02-15,FRS,47.0
,"[베이징올림픽]'미국->중국' 에일린 구, 스키 슬로프스타일 은메달 추가",2022-02-15,FRS,48.0
,‘스키 여왕’ 시프린의 한숨…네 번째 종목 활강서도 18위 그쳐,2022-02-15,FRS,49.0
,"[올림픽] '올림픽 스타' 에일린 구, 프리스타일 슬로프스타일 은메달",2022-02-15,FRS,50.0
,"시프린, 스키 네 종목째 노메달…복합만 남아",2022-02-15,FRS,51.0
,"[영상] ‘중국 스타’ 에일린 구, 스키 슬로프스타일 ‘은메달’",2022-02-15,FRS,52.0
,"에일린 구, 프리스타일 슬로프스타일 은메달[베이징2022]",2022-02-15,FRS,53.0
,"美 출신 中 수퍼스타 에일린 구, 프리스타일 슬로프스타일 은메달",2022-02-15,FRS,54.0
,[2022베이징] 에일린 구 슬로프스타일서 은메달...금메달은 누구?,2022-02-15,FRS,55.0
,"-올림픽- 에일린 구, 프리스타일 슬로프스타일에서는 은메달",2022-02-15,FRS,56.0
,"[올림픽] 美 프리스타일 스키 마린 해밀, 부상으로 결선 출전 포기",2022-02-15,FRS,57.0
,"'프리스타일의 간판' 장유진, 출격 준비 완료!",2022-02-15,FRS,58.0
,"노르딕복합 '선구자' 박제언, 라지힐 개인 10km에서 44위 [올림픽 노르디복합]",2022-02-15,NCB,59.0
,Park Je-un finishes Olympics with 44th place in nordic combined,2022-02-15,NCB,60.0
,"[베이징올림픽]노르딕복합 박제언, 최종 44위…평창 기록 경신",2022-02-15,NCB,61.0
,[베이징 NOW] '국내 유일' 박제언 아름다운 44위…韓 노르딕복합 역사 썼다,2022-02-15,NCB,62.0
,"[힘내라 베이징] 박제언, 노르딕복합 라지힐 10㎞ 최종 44위",2022-02-15,NCB,63.0
,[2022베이징] '47위→44위' ... 평창 기록 경신한 노르딕 박제언,2022-02-15,NCB,64.0
,"[올림픽] 노르딕복합 박제언, 라지힐 개인 10km 최종 44위",2022-02-15,NCB,65.0
,"[베이징올림픽]韓 노르딕복합 1호 박제언, 라지힐10㎞ 스키점프 39위",2022-02-15,NCB,66.0
,"[2022베이징] 노르딕 복합 출전 박제언, 스키점프 39위 기록",2022-02-15,NCB,67.0
,"[올림픽] 노르딕복합 박제언, 라지힐 10km 스키점프 39위",2022-02-15,NCB,68.0
,"'최고 순위 도전' 박제언, 라지힐·10km 스키점프 39위 [올림픽 노르딕복합]",2022-02-15,NCB,69.0
,[올림픽] '노르딕복합 1호' 박제언의 두 번째 도전…라지힐서도 최고 성적 낼까,2022-02-15,NCB,70.0
,“자랑스러운 국가대표” 스켈레톤 김은지의 자부심,2022-02-15,SKN,71.0
,"""스쿼트도 못했었는데…"" 3주 전 부상 딛고 은메달 딴 고자[베이징올림픽]",2022-02-16,ALP,72.0
,"‘폭설 탓에 허망한 실격’ 정동현, 주 종목 회전에서 한국 역대 최고 순위 노린다",2022-02-16,ALP,73.0
,시속 40㎞ 강풍에도… 거침없이 내려온 ‘벽돌공의 딸’,2022-02-16,ALP,74.0
,"남자 아이스하키, 8강 돌입…열전 이어간다[봐야할 오늘경기]",2022-02-16,IHO,75.0
,“또 너희냐”… 美·캐나다 6번째 결승전 [주목 이 경기],2022-02-16,IHO,76.0
,"“어떤 멘트도 할 수 없다” 韓·美 해설진, 발리예바 연기에 ‘침묵’",2022-02-16,CCS,77.0
,"[베이징 스타] 한국 크로스컨트리 대표팀의 마지막 경기, ‘팀스프린트 클래식’",2022-02-16,CCS,78.0
,[베이징 이 선수]중국은 지금 에일린 구 열풍,2022-02-16,FRS,79.0
,"중국을 칭찬한 뒤 트위터 계정 폐쇄...내가 무슨 잘못을 했나, 미국대표 황당[베이징올림픽]",2022-02-16,FRS,80.0
,경기 직전 ‘코로나 격리’ 극적 해제된 선수…코스 헷갈려 금메달 놓쳤다,2022-02-16,NCB,81.0
,코로나19 이겨냈지만… 코스 헷갈려 금메달 놓친 ‘불운의 사나이’[베이징올림픽],2022-02-16,NCB,82.0
,"코로나19로 격리됐던 노르웨이 선수, 코스 헷갈려 금메달 놓쳐",2022-02-16,NCB,83.0
,'격리 해제 후 24시간 만의 金 눈앞' 코스 이탈로 눈물[베이징올림픽],2022-02-16,NCB,84.0
,'韓 최초·유일' 노르딕 복합 개척자 박제언의 고독한 질주[베이징올림픽],2022-02-16,NCB,85.0
,"[올림픽] 코로나19로 격리됐던 노르웨이 선수, 코스 헷갈려 금메달 놓쳐",2022-02-16,NCB,86.0
,"소리없이 강한 차민규-김민석, 1000m서 두번째 메달 도전",2022-02-17,SSK,
,"김보름, 평창 ‘왕따 주행’ 아니다 법원 판결...김보름 4년 전 한 베이징서 풀까",2022-02-17,SSK,
,"팀킴, 챔피언과 리그 최종전…4강행 5:2 경쟁 [오늘의 올림픽]",2022-02-17,SSK,
,"“차민규 응원?” 캐나다 대표팀, 단체로 ‘시상대 쓸기’ 세리머니",2022-02-17,SSK,
,아직 1000m 남았다! ‘유종의 미’ 준비하는 김민선-김현영 [강산 기자의 여기는 베이징],2022-02-17,SSK,
,"[올림픽] 빙속 차민규·김민석, 18일 1,000ｍ서 나란히 두 번째 메달 사냥",2022-02-17,SSK,
,‘지구 7위 김민선’ 1000m도 즐기면서 달린다,2022-02-17,SSK,
,"[베이징 NOW] '이상화 후계자' 김민선, 빙속 1000m 메달 도전…김현영도 동반 출격",2022-02-17,SSK,
,김민석도 차민규도 '주우우욱'…스피드스케이팅 지퍼 왜 내릴까,2022-02-17,SSK,
,빙속 500m ‘이상화 후계자’ 김민선 “오늘 1000m 도전”,2022-02-17,SSK,
,'28년 전과 같은 21위?' 세계와 격차 3.6초로 줄인 정동현[베이징올림픽],2022-02-17,ALP,
,"비인기 설움·실격 아픔 딛고… 정동현, 한국 타이기록",2022-02-17,ALP,
,"다들 쇼트트랙만 볼 때, 묵묵히 눈 위를 달렸다",2022-02-17,ALP,
,고성 출신 정동현 스키 회전 ‘21위' 한국 역대 최고 성적 타이,2022-02-17,ALP,
,클로이 김 '아시아 혐오 중지' 요청에 백악관 답했다,2022-02-17,SBD,
,[나이트라인 초대석] 부상 투혼 후 '기적'처럼…루지 국가대표 임남규 선수,2022-02-17,LUG,
,"스키 탄 총잡이, 다관왕을 향해 쏴라",2022-02-17,BTH,
,"""42살에도 올림픽에 있다면? 좋은 징조는 아니겠죠""",2022-02-17,IHO,
,아이스하키 캐나다마저 8강 탈락 이변…앞서 미국 패배,2022-02-17,IHO,
,"[올림픽] 캐나다, 아이스하키 8강서 스웨덴에 패배…16년 만에 노메달",2022-02-17,IHO,
,[베이징 올림픽]미국 이어 캐나다도 8강 탈락..아이스하키 대이변,2022-02-17,IHO,
,슬로바키아 男 아이스하키 美 꺾어,2022-02-17,IHO,
,"미국과 캐나다, 男 아이스하키 8강서 탈락 ‘대이변’[베이징올림픽]",2022-02-17,IHO,
,"미국 · 캐나다, 동반 8강 탈락…남자 아이스하키 이변 속출",2022-02-17,IHO,
,"-올림픽- 미국·캐나다, 동반 8강 탈락…남자 아이스하키 이변 속출(종합)",2022-02-17,IHO,
,"봅슬레이, 2인승 성적은 아쉽지만 '새 역사' 남겼다",2022-02-17,BOB,
,"‘또 한번 쿨러닝’ 자메이카 봅슬레이, 썰매의 기적은 계속된다",2022-02-17,BOB,
,4년 전 평창처럼…'감 잡은' 원윤종 팀 봅슬레이 깜짝 메달 도전,2022-02-17,BOB,
,악재와 싸워온 한국썰매… 유종의 미 거둔다,2022-02-17,BOB,
,"[올림픽] 값진 19위 원윤종팀, 봅슬레이 4인승서 '유종의 미' 노린다",2022-02-17,BOB,
,"6인승 봅슬레이? 독일, 男 2인승 메달 싹쓸이",2022-02-17,BOB,
,봅슬레이 원윤종·석영진 '썰매 노메달' 걱정 날릴까,2022-02-17,BOB,
,"[올림픽] 우크라이나 크로스컨트리 선수, 도핑 적발…대회 2번째",2022-02-17,CCS,
,우크라이나 크로스컨트리 선수 카민스카 도핑 적발,2022-02-17,CCS,
,"[비디오머그] ""절대 만족할 줄 모른다""는 하프파이프 장유진이 베이징 하늘로 날아오르기 전 남긴 말은?",2022-02-17,FRS,
,올림픽에서 나온 ‘평화’의 장면···러시아·우크라이나 선수 포옹,2022-02-17,FRS,
,[베이징 스타] 평창 경험 자양분 삼아 베이징에선 ‘톱5’ 노린다,2022-02-17,FRS,
,"[베이징 NOW] '韓 스키 간판' 장유진, 올림픽 첫 메달 낚아챈다",2022-02-17,FRS,
,"지붕위에 올라간 남자, 금메달 땄네",2022-02-17,FRS,
,"[2022베이징] 여제 시프린, 이번 베이징 개인전은 '빈털털이'",2022-02-17,ALP,
,"[올림픽] 시프린, 알파인 복합도 실격…개인전 '노메달' 확정",2022-02-17,ALP,
,"[베이징올림픽]'스키여제' 시프린, 알파인 복합도 실격..개인전 '노메달'",2022-02-17,ALP,
,"-올림픽- 시프린, 알파인 복합도 실격…개인전 '노메달' 확정(종합)",2022-02-17,ALP,
,노메달로 돌아가는 스키여제…시프린 ‘악몽의 올림픽’,2022-02-17,ALP,
,"또 넘어진 '스키 여제' 시프린, 초라한 개인전 '빈손'",2022-02-17,ALP,
,"시프린, 알파인 복합도 실격…개인전 '노메달'[베이징2022]",2022-02-17,ALP,
,"시프린, 베이징 노메달 확정…알파인 복합도 실격",2022-02-17,ALP,
,빈 손 위기 몰린 '스키 여제' 시프린[베이징올림픽],2022-02-17,ALP,
,"자존심 구긴 시프린, 개인전 노메달 확정…19일 팀 이벤트만 남겨[베이징올림픽]",2022-02-17,ALP,
,"'알파인 간판' 시프린, 개인전 '노메달' 확정",2022-02-17,ALP,
,"-올림픽- 시프린, 알파인 복합도 실격…개인전 '노메달' 확정",2022-02-17,ALP,
,[베이징 스타] 4번째 도전 만에…21위 정동현에게 박수를,2022-02-17,ALP,
,'28년 전과 같은 21위?' 세계와 격차 3.6초로 줄인 정동현[베이징올림픽],2022-02-17,ALP,
,"비인기 설움·실격 아픔 딛고… 정동현, 한국 타이기록",2022-02-17,ALP,
,"다들 쇼트트랙만 볼 때, 묵묵히 눈 위를 달렸다",2022-02-17,ALP,
,고성 출신 정동현 스키 회전 ‘21위' 한국 역대 최고 성적 타이,2022-02-17,ALP,
,[올림픽] 두 번째 메달 노린 스노보더의 기권…'프라다 로고' 때문?,2022-02-17,SBD,
,"클로이 킴 아시안 인종차별 피해 호소...백악관 ""적극 대응""",2022-02-17,SBD,
,‘프라다’ 가리라하자… 경기 포기한 우승후보,2022-02-17,SBD,
,클로이 김 '아시아 혐오 중지' 요청에 백악관 답했다,2022-02-17,SBD,
,"""루지 알리려 '엔딩요정' 자처""…박진용·조정명 선수 인터뷰",2022-02-17,LUG,
,[나이트라인 초대석] 부상 투혼 후 '기적'처럼…루지 국가대표 임남규 선수,2022-02-17,LUG,
,"스키 탄 총잡이, 다관왕을 향해 쏴라",2022-02-17,BTH,
,"[영상] ‘평창 설욕’ 캐나다 여자 아이스하키, 미국 꺾고 금메달",2022-02-17,IHO,
,"‘4년만의 설욕’ 캐나다, 女 아이스하키 결승서 미국 꺾고 금메달",2022-02-17,IHO,
,"[올림픽] '평창 설욕' 캐나다 여자 아이스하키, 미국 꺾고 금메달 탈환",2022-02-17,IHO,
,‘아이스하키 종주국’ 자존심 살려낸 캐나다 여걸들,2022-02-17,IHO,
,NHL 선수들 빠진 美·加 ‘허수아비 신세’,2022-02-17,IHO,
,"[올림픽] '캡틴 클러치' 캐나다 폴린, 역대 첫 4개 대회 결승전 연속골",2022-02-17,IHO,
,"아이스하키에 진심인 캐나다, 男 부진 만회한 女 금메달",2022-02-17,IHO,
,"캐나다, 미국 꺾고 女 아이스하키 우승…평창 패배 설욕[베이징올림픽]",2022-02-17,IHO,
,"[베이징올림픽]캐나다 여자 아이스하키, '영원한 앙숙' 미국 꺾고 금메달",2022-02-17,IHO,
,"울다 웃은 캐나다 아이스하키...男 대표팀 노메달 수모, 女 대표팀 금메달",2022-02-17,IHO,
,하키 하면 ‘단풍국’이지…캐나다 여자팀 7번 중 5번 우승[베이징올림픽],2022-02-17,IHO,
,[하이라이트] '또 만났다!' 여자 아이스하키 결승전…캐나다 vs 미국,2022-02-17,IHO,
,"[2022베이징] '4년만의 설욕' 캐나다, 8년만에 女 아이스하키 우승",2022-02-17,IHO,
,"[올림픽] 캐나다 여자 아이스하키, 미국 꺾고 금메달 탈환",2022-02-17,IHO,
,"캐나다 여자 아이스하키, '영원한 라이벌' 미국 꺾고 금메달 탈환",2022-02-17,IHO,
,"-올림픽- '평창 설욕' 캐나다 여자 아이스하키, 미국 꺾고 금메달 탈환",2022-02-17,IHO,
,"[올림픽] NHL 선수 불참한 미국·캐나다, 동반 8강 탈락…남자 아이스하키 이변 속출",2022-02-17,IHO,
,"""42살에도 올림픽에 있다면? 좋은 징조는 아니겠죠""",2022-02-17,IHO,
,아이스하키 캐나다마저 8강 탈락 이변…앞서 미국 패배,2022-02-17,IHO,
,"[올림픽] 캐나다, 아이스하키 8강서 스웨덴에 패배…16년 만에 노메달",2022-02-17,IHO,
,[베이징 올림픽]미국 이어 캐나다도 8강 탈락..아이스하키 대이변,2022-02-17,IHO,
,슬로바키아 男 아이스하키 美 꺾어,2022-02-17,IHO,
,"미국과 캐나다, 男 아이스하키 8강서 탈락 ‘대이변’[베이징올림픽]",2022-02-17,IHO,
,"미국 · 캐나다, 동반 8강 탈락…남자 아이스하키 이변 속출",2022-02-17,IHO,
,"-올림픽- 미국·캐나다, 동반 8강 탈락…남자 아이스하키 이변 속출(종합)",2022-02-17,IHO,
,"[영상] 최민정 ""가장 값진 메달""…황대헌 ""판정에 말 아껴야""",2022-02-17,BOB,
,"쿨 러닝… 24년 만의 출전, 영화 이상의 감동",2022-02-17,BOB,
,"[베이징올림픽]봅슬레이 4인승, 4년 전 '평창의 기적' 펼쳐질까",2022-02-17,BOB,
,"봅슬레이, 2인승 성적은 아쉽지만 '새 역사' 남겼다",2022-02-17,BOB,
,"‘또 한번 쿨러닝’ 자메이카 봅슬레이, 썰매의 기적은 계속된다",2022-02-17,BOB,
,4년 전 평창처럼…'감 잡은' 원윤종 팀 봅슬레이 깜짝 메달 도전,2022-02-17,BOB,
,악재와 싸워온 한국썰매… 유종의 미 거둔다,2022-02-17,BOB,
,"[올림픽] 값진 19위 원윤종팀, 봅슬레이 4인승서 '유종의 미' 노린다",2022-02-17,BOB,
,"6인승 봅슬레이? 독일, 男 2인승 메달 싹쓸이",2022-02-17,BOB,
,봅슬레이 원윤종·석영진 '썰매 노메달' 걱정 날릴까,2022-02-17,BOB,
,'유영·김예림 나란히 톱10' 한국 피겨 올림픽 새 역사 썼다... 발리예바는 '노메달',2022-02-17,CCS,
,"[베이징 NOW] 빅토르 안, 한국 돌아온다…이달 말 중국과 계약 만료",2022-02-17,NCB,
,"[베이징 NOW] 팀 킴 탈락에 행운 잡은 일본, 스위스 꺾고 결승행",2022-02-18,CUR,
,"[2022베이징] '이번엔 美가 4등' 캐나다, 남자 컬링 동메달 획득",2022-02-18,CUR,
,"[베이징 NOW]'고마워요 스웨덴' 日, 팀 킴 이긴 스웨덴에 감사 열풍",2022-02-18,CUR,
,"‘울지 마, 팀 킴’…컬링을 ‘국민스포츠’로 만들겠다는 컬링연맹의 각오",2022-02-18,CUR,
